MEMBER_NO,L,R,F,M,C,D
‘00041526,983,569,5,0.456795422,0.711409156,低级别
‘00041527,965,132,4,0.796621183,0.851806368,低级别
‘00041531,1015,331,8,0.636765023,0.73165518,低级别
‘00041532,799,376,31,1.030331754,0.951459716,低级别
‘00041534,812,641,3,0.981001727,0.8,低级别
‘00041535,801,400,3,0.934771443,0.866666667,低级别
‘00041536,805,704,4,0.350094388,1,低级别
‘00041538,1062,587,4,0.594557012,0.652741359,低级别
‘00041541,947,262,5,0.548571429,0.64,低级别
‘00041543,1010,534,5,0.56931294,0.53851663,低级别
‘00041544,1011,173,15,0.543084209,0.586794404,低级别
‘00041548,1040,407,5,0.585470904,0.659638208,低级别
‘00041549,1048,272,3,0.648425072,0.675071588,低级别
‘00041552,1042,670,3,0.796064014,0.9,低级别
‘00041557,979,151,10,0.338956056,0.770719612,低级别
‘00041561,913,261,3,0.660211268,0.657866197,低级别
‘00041562,562,559,3,1.172119488,1.187624467,低级别
‘00041563,929,212,9,0.767864693,0.705284003,低级别
‘00041564,1001,192,2,1.045272969,1.091846427,低级别
‘00041565,996,643,3,0.252966381,0.336544166,低级别
‘00041568,943,308,3,0.806968362,0.816980376,低级别
‘00041569,945,426,12,0.519565946,0.570833333,低级别
‘00041576,780,593,2,0.431432974,0.4,低级别
‘00041581,820,481,7,0.148861084,0.193546145,低级别
‘00041585,827,279,2,0.315623356,0.65,低级别
‘00041595,915,461,3,0.310891604,0.312061347,低级别
‘00041598,473,127,10,0.478532959,0.633302738,低级别
‘00041600,767,230,3,0.700500208,0.79708837,低级别
‘00041601,969,218,5,0.855671999,0.879658025,低级别
‘00041602,969,382,9,0.753602305,0.973147386,低级别
‘00041604,758,360,3,0.201656856,0.633333333,低级别
‘00041605,713,655,2,0.202338129,0.55,低级别
‘00041610,929,635,2,0.433596838,0.517905138,低级别
‘00041612,887,196,2,0.840104849,0.92,低级别
‘00041613,903,203,10,0.933239083,0.826490208,低级别
‘00041614,963,246,2,0.741160632,1.052657833,低级别
‘00041617,965,585,5,0.555810811,0.77547973,低级别
‘00041618,711,360,9,0.538173124,0.650391241,低级别
‘00041621,944,512,2,0.581055784,0.624485212,低级别
‘00041622,945,249,4,0.123839621,0.577742445,低级别
‘00041623,959,124,24,0.721560414,0.801193001,低级别
‘00041628,817,306,20,0.872795331,0.882746479,低级别
‘00041629,863,468,2,0.517376195,0.605777585,低级别
‘00041632,770,358,4,0.977491961,0.95,低级别
‘00041636,940,368,12,0.852565445,0.875696335,低级别
‘00041639,905,595,3,0.700846354,0.893310547,低级别
‘00041640,944,210,2,0.277959451,0.77,低级别
‘00041642,961,574,6,0.895872673,0.739094955,低级别
‘00041644,624,618,2,0.815043503,0.973814202,低级别
‘00041646,919,550,2,0.288626172,0.6,低级别
‘00041648,962,235,5,0.68395936,0.698663793,低级别
‘00041649,950,466,2,0.430043568,0.4,低级别
‘00041654,831,629,4,0.529023446,0.606783519,低级别
‘00041656,843,681,3,0.420532528,0.533667307,低级别
‘00041667,749,578,4,0.299401198,0.929298546,低级别
‘00041669,970,463,2,0.172505712,0.311690784,低级别
‘00041673,947,598,2,0.647283127,0.7,低级别
‘00041675,947,441,5,0.384438658,0.688091591,低级别
‘00041679,807,402,7,0.669147326,0.708482593,低级别
‘00041680,717,191,23,0.890748722,1.017535331,低级别
‘00041684,912,553,13,0.703247788,0.719538935,低级别
‘00041686,457,151,18,0.69062348,0.761002641,低级别
‘00041689,769,599,8,2.084121899,1.375,低级别
‘00041690,899,627,3,0.577965081,1,低级别
‘00041691,909,401,16,0.969435645,0.981121671,低级别
‘00041692,827,43,11,0.758738125,0.800324431,中等级别
‘00041697,881,165,15,0.889097744,0.905968045,低级别
‘00041698,882,578,2,0.659543468,0.679456047,低级别
‘00041705,482,447,2,0.882034632,1,低级别
‘00041706,620,271,7,0.7467903,0.919925616,低级别
‘00041707,648,646,2,0.98510882,1,低级别
‘00041710,643,583,4,0.423828125,0.766601563,低级别
‘00041711,840,274,13,0.654221894,0.68061731,低级别
‘00041715,753,574,3,0.486539724,0.497242285,低级别
‘00041716,760,326,12,0.668836806,0.778413037,低级别
‘00041718,790,128,2,0.293040293,0.879267399,低级别
‘00041720,751,226,2,1.48900463,1.46109375,低级别
‘00041723,918,390,5,1.05351418,0.96,低级别
‘00041731,965,321,13,0.744232391,0.741066912,低级别
‘00041738,989,481,5,0.183879915,0.608973731,低级别
‘00041739,986,372,2,0.766629087,0.85,低级别
‘00041742,954,278,4,0.699145755,0.774773091,低级别
‘00041743,927,460,5,0.729978031,0.736508888,低级别
‘00041744,970,389,5,0.351937472,0.553016292,低级别
‘00041748,735,508,3,0.231524989,0.507699701,低级别
‘00041749,769,154,23,0.748516418,0.86686184,低级别
‘00041750,708,672,2,0.757170172,0.8,低级别
‘00041751,990,724,3,0.497410546,0.63844162,低级别
‘00041752,800,527,5,0.610840108,0.657710027,低级别
‘00041754,999,245,5,0.584369449,1.322309059,低级别
‘00041758,968,87,5,1.186888454,1.357786475,高级别
‘00041760,933,397,3,1.028938907,1,低级别
‘00041769,1009,534,3,0.789604376,0.902897527,低级别
‘00041772,835,249,19,0.798803207,0.76475048,低级别
‘00041773,730,645,3,0.329754235,0.637831067,低级别
‘00041775,728,721,2,0.579083838,0.920628061,低级别
‘00041776,730,169,9,1.109109312,1.333059717,低级别
‘00041777,741,417,3,0.780326423,0.732201147,低级别
‘00041783,837,492,2,1.153618907,1.306794682,低级别
‘00041784,843,195,25,0.902585411,0.883655251,低级别
‘00041785,779,109,2,0.703906785,0.52594928,低级别
‘00041789,709,552,2,0.651026393,0.715626309,低级别
‘00041790,710,144,24,0.74768366,0.835553945,低级别
‘00041791,723,629,3,1.108861898,0.966666667,低级别
‘00041794,735,349,2,0.91011236,0.876338401,低级别
‘00041797,943,432,3,0.413186813,0.4,低级别
‘00041799,923,351,7,0.626389763,0.715623033,低级别
‘00041800,897,249,6,0.633093525,0.699875864,低级别
‘00041803,718,389,9,0.736111111,0.661111111,低级别
‘00041804,897,468,2,0.438370294,0.426611655,低级别
‘00041807,919,287,34,0,0.724818501,低级别
‘00041810,891,177,7,0.488137604,0.667168277,低级别
‘00041812,451,416,2,0.819592629,0.59728419,低级别
‘00041815,705,241,2,0.538575668,0.576409496,低级别
‘00041816,708,629,2,1.027535259,1,低级别
‘00041823,787,402,4,1.223258365,1.0831322,低级别
‘00041824,858,109,3,0.384969646,0.539137534,低级别
‘00041827,841,325,10,0.763447603,0.828239967,低级别
‘00041831,887,263,10,0.510114778,0.716756098,低级别
‘00041835,760,329,7,0.541453831,0.566935167,低级别
‘00041838,828,278,8,0.304246778,0.617251215,低级别
‘00041839,806,172,12,0.739889706,0.811804024,低级别
‘00041841,567,333,6,0.555391035,0.676786916,低级别
‘00041842,568,187,7,0.819902852,0.843961888,低级别
‘00041850,936,557,3,1.153284672,1.5,低级别
‘00041852,798,124,37,0.62510074,0.738279239,低级别
‘00041854,889,448,2,0.452693824,0.425,低级别
‘00041859,882,147,30,0.630333842,0.729333333,低级别
‘00041870,747,234,4,0.230400548,0.388952414,低级别
‘00041873,921,459,11,0.563608909,0.777961495,低级别
‘00041874,899,338,4,0.9589599,0.974906015,低级别
‘00041876,691,390,3,0.626049351,0.665225134,低级别
‘00041879,798,640,2,0.712871287,0.75,低级别
‘00041880,711,703,2,0.682718836,0.860120391,低级别
‘00041884,919,260,10,0.43040944,0.633569093,低级别
‘00041887,934,199,8,0.652223875,0.629964175,低级别
‘00041891,844,525,2,0.345448003,0.457052897,低级别
‘00041892,933,593,3,0.656740771,1,低级别
‘00041903,816,634,3,0.769725557,0.91093482,低级别
‘00041905,905,457,6,0.267648043,1,低级别
‘00041913,887,613,2,1.337711816,1,低级别
‘00041915,908,611,4,0.253042145,0.309139168,低级别
‘00041920,420,281,8,0.485853747,0.601138932,低级别
‘00041927,765,332,6,0.508548299,0.644864979,低级别
‘00041931,628,524,3,0.769740808,0.783438819,低级别
‘00041933,761,452,6,0.392971246,0.691081388,低级别
‘00041935,772,538,4,1.185329872,0.825,低级别
‘00041936,782,204,2,0.962711864,0.88779661,低级别
‘00041940,748,298,18,0.918449863,0.806742971,低级别
‘00041941,768,376,17,0.232269806,0.666538702,低级别
‘00041943,769,149,5,0.606289648,0.730676205,低级别
‘00041948,583,296,7,0.767641614,0.507678638,低级别
‘00041949,829,91,2,0.765128681,0.72,低级别
‘00041950,822,332,8,0.92621482,0.830576051,低级别
‘00041951,858,314,2,0.73121533,0.675,低级别
‘00041953,535,294,6,0.337414646,0.842516286,低级别
‘00041955,723,432,3,0.495563368,0.553289804,低级别
‘00041956,829,516,5,0.713058693,0.714983299,低级别
‘00041959,886,459,3,0.622938531,0.6,低级别
‘00041961,764,586,2,0.505536832,0.6,低级别
‘00041962,1030,349,2,0.441270975,0.473795073,低级别
‘00041963,726,726,2,0.719041278,0.749134487,低级别
‘00041966,539,536,2,0.417520492,0.7,低级别
‘00041969,874,136,2,0.179856115,0.58,低级别
‘00041971,873,199,5,0.461658537,0.950485463,低级别
‘00041974,895,259,8,0.563219484,0.594044335,低级别
‘00041975,852,303,6,0.611665627,0.678939488,低级别
‘00041979,889,253,5,0.775101611,0.779450549,低级别
‘00041980,897,662,2,0.634270462,0.725,低级别
‘00041984,732,468,12,0.816976964,0.84589776,低级别
‘00041985,552,412,3,0.751149719,0.827056719,低级别
‘00041989,731,247,9,0.675631998,0.775588133,低级别
‘00041991,727,725,2,0.599154135,0.75,低级别
‘00041992,739,277,11,0.725848167,0.754714742,低级别
‘00041995,726,406,2,0.53092006,0.5626546,低级别
‘00041998,908,517,4,0.677070828,0.541236495,低级别
‘00042001,588,554,3,0.712524335,0.887345879,低级别
‘00042002,575,337,9,0.646723978,0.619040428,低级别
‘00042004,726,720,3,0.325626832,0.584972322,低级别
‘00042005,898,183,2,0.665338645,0.640341491,低级别
‘00042021,752,360,9,0.757469958,0.695956479,低级别
‘00042023,747,554,2,0.532449076,0.532591189,低级别
‘00042024,741,529,11,0.547909521,0.703303955,低级别
‘00042028,768,564,2,0.516393443,0.659457755,低级别
‘00042030,848,516,2,0.878510379,0.8,低级别
‘00042037,758,530,2,0.576236614,1,低级别
‘00042039,804,108,33,1.409646302,0.657315916,低级别
‘00042042,831,106,11,0.732676449,0.797492771,低级别
‘00042043,830,178,12,0.884324136,0.876289494,低级别
‘00042047,813,286,3,0.326636647,0.352774506,低级别
‘00042051,709,694,2,0.55808656,0.596355353,低级别
‘00042052,442,228,2,0.436476156,0.55,低级别
‘00042053,809,399,2,0.756013746,0.796792669,低级别
‘00042055,782,81,28,0.803996546,0.858852021,中等级别
‘00042056,805,574,3,1.279155414,1.309354284,低级别
‘00042057,802,673,2,0.744081172,0.825,低级别
‘00042058,730,213,10,0.54701951,0.630635253,低级别
‘00042059,855,303,2,0.579552209,1.03,低级别
‘00042064,801,331,4,0.478887745,0.630587024,低级别
‘00042065,801,475,6,0.466064322,0.699005055,低级别
‘00042067,808,319,5,1.088252832,1.057543232,低级别
‘00042068,844,523,4,0.445621391,0.425,低级别
‘00042078,859,345,2,0.487258141,0.7,低级别
‘00042086,473,294,2,0.609972942,0.622021647,低级别
‘00042087,438,240,6,0.657183839,0.68066579,低级别
‘00042090,849,372,5,0.446443445,0.456996502,低级别
‘00042091,847,335,8,0.625066313,0.698421751,低级别
‘00042092,869,465,3,0.579630645,0.845602487,低级别
‘00042093,868,262,8,0.735095267,0.764273714,低级别
‘00042095,815,172,11,0.382844917,0.522673755,低级别
‘00042096,817,298,12,0.730194356,0.824031804,低级别
‘00042099,881,369,2,0.75370465,0.890955544,低级别
‘00042105,860,593,3,1.104206501,1.166666667,低级别
‘00042106,863,709,2,0.613421485,0.775,低级别
‘00042107,877,224,12,0.577953923,0.669434307,低级别
‘00042108,878,261,10,0.74398366,0.897019803,低级别
‘00042111,865,252,6,0.848555708,0.840955983,低级别
‘00042113,833,553,2,0.71760633,0.790801187,低级别
‘00042114,878,208,8,0.51414791,0.743347267,低级别
‘00042116,871,202,11,0.583448569,0.661209978,低级别
‘00042118,858,323,5,0.754402224,0.686021007,低级别
‘00042119,857,261,12,0.769734449,0.692663696,低级别
‘00042120,877,644,2,0.284684685,0.676216216,低级别
‘00042121,885,655,2,0.560921454,0.65176242,低级别
‘00042122,886,667,3,0.21761658,0.770860104,低级别
‘00042123,886,402,7,0.767385116,0.865799105,低级别
‘00042124,876,489,4,1.451766953,1.5,低级别
‘00042125,810,296,2,0.637492942,0.71691135,低级别
‘00042126,859,195,2,1.135014837,0.912032641,低级别
‘00042127,868,294,3,0.567275042,0.580314092,低级别
‘00042130,827,277,7,1.009143661,0.95912256,低级别
‘00042132,599,596,2,0.488854329,0.575,低级别
‘00042134,825,445,5,0.538091192,0.560662702,低级别
‘00042137,756,654,2,0.50386349,0.525,低级别
‘00042138,839,402,2,0.818345324,0.875,低级别
‘00042141,837,346,5,0.960448522,0.931111111,低级别
‘00042142,837,195,7,0.626448534,0.682361282,低级别
‘00042144,760,265,6,0.386471454,0.543677409,低级别
‘00042145,858,235,6,0.421489748,0.676209188,低级别
‘00042150,807,324,10,0.484486194,0.574081981,低级别
‘00042153,659,466,4,0.695462115,0.728705246,低级别
‘00042154,482,259,3,0.755349394,0.867397875,低级别
‘00042160,461,426,2,1.037112354,0.966192171,低级别
‘00042162,874,486,3,0.345704118,0.4,低级别
‘00042165,855,473,5,0.312243833,0.490587972,低级别
‘00042166,856,482,2,0.595630146,0.627644079,低级别
‘00042167,817,668,2,0.831683168,0.875,低级别
‘00042168,726,202,16,0.522317971,0.54375,低级别
‘00042169,523,368,2,0.612829324,0.575,低级别
‘00042172,591,555,3,0.529741863,0.533333333,低级别
‘00042177,711,497,16,0.516887753,0.66931504,低级别
‘00042178,764,208,27,0.616359376,0.651787322,低级别
‘00042179,874,563,5,0.472112001,0.550007487,低级别
‘00042180,860,187,7,0.743051135,0.837233185,低级别
‘00042185,853,457,2,0.374100719,0.4,低级别
‘00042187,822,467,3,1.273504274,0.889990138,低级别
‘00042194,826,496,5,0.534782014,0.525850759,低级别
‘00042195,800,185,2,0.700892857,0.835,低级别
‘00042197,814,179,5,0.881231036,0.852598613,低级别
‘00042198,822,177,18,0.680749059,0.867883137,低级别
‘00042207,867,167,6,0.573566085,0.660489253,低级别
‘00042208,806,428,3,0.526768269,0.683333333,低级别
‘00042209,839,194,11,0.517417369,0.547177576,低级别
‘00042211,823,719,2,0.372056515,0.9,低级别
‘00042219,802,314,3,0.63363667,0.682355915,低级别
‘00042221,850,191,9,0.696359241,0.712971943,低级别
‘00042223,830,418,5,0.387295082,0.64,低级别
‘00042228,779,617,4,0.152950687,0.48611156,低级别
‘00042232,793,177,2,0.512187848,0.535366906,低级别
‘00042234,774,278,4,0.588374291,0.559532136,低级别
‘00042237,798,490,8,0.499968143,0.670028672,低级别
‘00042239,751,338,9,0.986030126,0.920159135,低级别
‘00042249,825,217,5,0.577008357,0.574378305,低级别
‘00042253,787,694,2,0.77676697,0.75,低级别
‘00042254,797,351,8,0.81305638,0.8100325,低级别
‘00042255,818,385,11,0.786200589,0.724169292,低级别
‘00042256,812,514,9,1.332209775,1.274819074,低级别
‘00042260,839,587,2,0.299844479,0.4,低级别
‘00042264,868,491,13,0.249734951,0.609329721,低级别
‘00042266,863,414,2,0.589792971,0.7,低级别
‘00042269,823,108,9,0.807174103,0.705669291,低级别
‘00042270,795,545,2,0.401819365,0.649751244,低级别
‘00042271,793,201,2,0.56952034,0.509763206,低级别
‘00042272,850,342,4,0.406010667,0.424922448,低级别
‘00042274,828,165,18,0.756934152,0.780905674,低级别
‘00042276,658,173,14,0.69078341,0.715896889,低级别
‘00042282,708,538,2,0.764163373,0.725,低级别
‘00042283,716,716,2,0.88286544,0.890319458,低级别
‘00042285,707,236,4,1.243887147,1.479912226,低级别
‘00042286,643,517,3,0.473202801,0.677683293,低级别
‘00042292,441,254,7,0.678748871,0.733344625,低级别
‘00042293,783,169,4,1.637398861,1.441986815,低级别
‘00042295,754,355,7,0.444561035,0.607012942,低级别
‘00042298,641,339,2,0.482108713,0.75,低级别
‘00042301,702,410,15,0.179638108,0.99264443,低级别
‘00042305,510,499,2,0.82852689,0.400584567,低级别
‘00042310,750,568,2,0.513295187,0.625,低级别
‘00042312,682,540,7,0.236629392,0.481907275,低级别
‘00042313,648,224,2,0.202836412,0.45,低级别
‘00042315,745,201,3,0.307191724,0.354887369,低级别
‘00042316,762,321,8,0.423263648,0.720682651,低级别
‘00042317,762,60,4,0.925414365,0.739130647,低级别
‘00042319,752,70,2,0.329770992,1.228385496,中等级别
‘00042320,657,503,4,0.147245955,0.846264316,低级别
‘00042321,508,473,2,0.749218615,1,低级别
‘00042322,595,482,4,0.463709677,0.536906362,低级别
‘00042328,671,345,6,0.91971113,1,低级别
‘00042335,624,311,3,1.125261932,1,低级别
‘00042338,442,417,2,0.613421485,0.75,低级别
‘00042339,442,384,2,0.448410485,0.590713887,低级别
‘00042340,429,419,2,0.613421485,0.625,低级别
‘00042341,418,260,7,0.640713706,0.661857259,低级别
‘00042347,549,532,2,0.616252085,0.774981818,低级别
‘00042349,591,380,10,0.748065348,1.029922614,低级别
