MEMBER_NO,L,R,F,M,C,D,runoff_flag
‘00023451,1021,308,9,1.258057178,1.482937742,低级别,1
‘00023452,1019,22,24,0.45328911,0.724391238,低级别,0
‘00023453,1010,4,60,0.529454381,0.762685873,中等级别,0
‘00023455,468,416,6,0.922470434,0.866666667,低级别,1
‘00023456,473,375,2,0.706130089,0.570753393,低级别,1
‘00023457,1186,1,17,1.218845813,1.447846971,高级别,0
‘00023458,551,331,9,1.323663658,0.8,低级别,1
‘00023459,816,40,6,1.167922497,0.728333333,低级别,0
‘00023460,824,38,11,0.618588991,0.734545455,低级别,0
‘00023461,834,202,16,1.068481518,0.733026973,低级别,1
‘00023462,833,708,2,0.72997416,0.8,低级别,1
‘00023463,945,19,10,0.654711613,0.716337615,低级别,0
‘00023464,946,211,13,0.755893989,0.81181291,低级别,0
‘00023465,933,21,6,0.635562186,0.801163705,低级别,0
‘00023466,784,391,3,0.767851808,0.823692859,低级别,1
‘00023468,941,154,14,0.826781737,0.886886414,低级别,0
‘00023469,940,5,15,0.814568277,0.820386712,低级别,0
‘00023470,1041,95,14,0.72993027,0.694285714,低级别,0
‘00023471,858,61,17,0.562265448,0.754208898,低级别,0
‘00023472,938,667,2,0.831804281,0.85,低级别,1
‘00023473,955,21,36,0.738535133,0.777728075,低级别,0
‘00023474,752,17,15,0.659771825,0.69874256,低级别,0
‘00023475,758,19,25,0.678052326,0.759837997,中等级别,0
‘00023476,757,256,12,0.855652759,0.829910834,低级别,1
‘00023477,760,4,4,0.825368582,0.955,低级别,0
‘00023478,742,594,10,0.774737668,0.767490438,低级别,1
‘00023479,742,127,19,0.796644721,0.914639909,低级别,0
‘00023480,987,17,8,0.945518723,0.928563536,低级别,0
‘00023481,1078,86,9,0.699161426,0.74033543,低级别,0
‘00023482,980,12,13,0.572592593,0.664898475,低级别,0
‘00023484,511,210,4,0.837106299,0.697913386,低级别,1
‘00023485,497,496,2,0.651062417,0.653436255,低级别,1
‘00023486,492,464,3,0.72997416,0.8,低级别,1
‘00023487,491,489,2,0.671834625,0.75,低级别,1
‘00023488,484,140,3,0.919863014,0.584434932,低级别,0
‘00023489,476,271,5,1.657176352,1.283689499,低级别,1
‘00023490,475,170,4,0.930220493,0.586381323,低级别,0
‘00023491,966,138,4,0.771238201,0.786085508,中等级别,0
‘00023492,802,82,6,0.427434951,0.77,低级别,0
‘00023493,489,131,14,0.59031623,0.684285714,低级别,1
‘00023494,469,429,2,2.275862069,0.75,低级别,1
‘00023495,873,64,13,0.63562856,0.678799837,低级别,0
‘00023496,870,6,37,0.587885765,0.688807706,低级别,0
‘00023497,861,665,2,0.981001727,0.8,低级别,1
‘00023498,864,138,5,0.456533625,0.529152542,低级别,0
‘00023499,983,13,8,0.463720813,0.646048205,低级别,0
‘00023500,693,232,13,0.705357692,0.812761272,低级别,1
‘00023501,695,42,7,0.769160165,0.750688389,低级别,0
‘00023502,1028,68,4,0.560526316,0.635425101,低级别,1
‘00023503,697,159,8,1.00182512,0.634386926,低级别,0
‘00023504,695,131,9,0.852688715,0.680424135,低级别,0
‘00023505,685,65,9,0.997654202,0.771502691,低级别,0
‘00023506,603,259,6,0.64527706,0.733333333,低级别,0
‘00023507,571,14,18,0.597988929,0.676220354,低级别,0
‘00023508,853,262,7,0.756422455,0.645171265,低级别,1
‘00023509,933,436,2,0.448117155,0.425,低级别,1
‘00023510,938,170,9,0.715004492,0.826237796,低级别,0
‘00023511,744,16,66,0.626946831,0.740179108,低级别,0
‘00023512,751,40,20,0.625355097,0.717247821,低级别,0
‘00023513,1445,31,22,0.496307559,0.586688097,低级别,0
‘00023514,741,312,5,0.780351569,0.84325612,低级别,1
‘00023515,751,688,2,0.357097202,0.4,低级别,1
‘00023516,751,206,19,0.825214118,0.847945557,低级别,1
‘00023517,751,48,3,0.909613804,0.898545604,低级别,0
‘00023519,754,14,6,0.579650999,0.563482972,低级别,0
‘00023520,1080,417,3,0.342972428,0.4,低级别,1
‘00023521,1022,249,10,0.702770119,0.782982145,低级别,1
‘00023522,1023,23,9,0.664815672,0.68082832,低级别,0
‘00023523,1015,387,5,0.449281736,1.062049252,低级别,1
‘00023524,907,539,2,0.387991104,0.6,低级别,1
‘00023525,913,48,8,0.130234753,0.654152412,低级别,0
‘00023526,924,34,17,0.715157755,0.798000294,低级别,0
‘00023527,1039,337,9,0.634767492,0.670047805,低级别,1
‘00023528,595,62,18,0.31115568,0.811871079,高级别,0
‘00023529,739,70,15,0.261267517,0.491093296,低级别,0
‘00023530,1032,154,11,0.42350568,0.620607283,低级别,0
‘00023531,1037,18,109,0.974620939,0.921339098,高级别,0
‘00023532,893,27,18,0.645840814,0.723123878,低级别,0
‘00023533,713,6,9,0.896963124,0.998194505,低级别,0
‘00023534,602,22,7,0.326951399,0.577400589,低级别,0
‘00023535,464,251,2,0.304062579,0.33,低级别,1
‘00023536,889,175,22,0.368995111,0.811989264,低级别,1
‘00023537,897,1,109,0.67382646,0.877036239,高级别,0
‘00023538,931,8,47,0.654871871,0.711044845,中等级别,0
‘00023540,1047,163,2,0.670935961,0.604275862,低级别,0
‘00023542,1049,73,29,0.665648036,0.691840772,低级别,0
‘00023543,1022,153,9,0.742243993,0.835186611,低级别,0
‘00023544,995,65,17,0.631485986,0.707945622,低级别,0
‘00023545,618,48,25,0.71934999,0.639311704,低级别,0
‘00023546,1017,258,5,0.58739255,0.657113181,低级别,1
‘00023547,1041,2,46,0.578815379,0.644957132,低级别,0
‘00023548,1041,25,10,0.62551495,0.606243189,低级别,0
‘00023549,721,520,2,0.82883176,0.862642369,低级别,1
‘00023550,670,643,4,0.931122779,1.006199726,低级别,1
‘00023552,1041,583,3,2.310344828,0.8,低级别,1
‘00023553,1083,164,5,0.773381295,0.787974543,低级别,0
‘00023554,915,381,2,0.75351014,0.7,低级别,1
‘00023555,614,607,2,1.334208224,0.8,低级别,1
‘00023556,837,1,10,1.131110695,0.957104951,低级别,0
‘00023557,950,413,2,1.097410604,1,低级别,1
‘00023558,703,97,9,0.582155586,0.670240875,低级别,0
‘00023559,882,530,2,0.809103908,0.875,低级别,1
‘00023560,756,437,5,0.932922318,0.85,低级别,1
‘00023561,899,134,6,0.593451808,0.693881642,低级别,0
‘00023562,893,358,36,0.951492992,0.848123096,低级别,1
‘00023563,696,94,56,0.39276069,0.539426857,低级别,0
‘00023564,939,120,4,1.037199125,1.058952407,低级别,0
‘00023565,954,49,8,0.50944334,0.617037773,低级别,0
‘00023566,963,203,10,0.720856216,0.872245382,低级别,1
‘00023567,975,5,6,0.680739048,0.751186053,低级别,0
‘00023568,525,250,4,0.44611001,0.479338454,低级别,0
‘00023569,884,467,3,0.702523853,0.75,低级别,1
‘00023570,553,116,5,0.862165775,0.817580214,低级别,0
‘00023571,532,325,4,0.878395532,1,低级别,1
‘00023572,573,570,2,0.596678967,0.7,低级别,1
‘00023573,1041,53,21,0.775208024,0.870277787,低级别,0
‘00023574,1026,81,9,0.588088643,0.601642659,低级别,0
‘00023575,1027,47,7,0.592726282,0.687249881,低级别,0
‘00023576,1024,34,13,0.622830579,0.828759986,低级别,0
‘00023577,953,2,82,0.123641981,0.700985,中等级别,0
‘00023578,946,20,16,0.447510204,0.546029388,低级别,0
‘00023579,939,81,5,1.009923917,1.195549675,低级别,0
‘00023580,939,138,10,0.591493056,0.673144097,低级别,1
‘00023581,939,67,32,0.773150029,1.186242043,低级别,0
‘00023582,981,28,6,0.412007505,0.449629456,低级别,0
‘00023583,1030,21,19,0.748573191,0.779413852,低级别,0
‘00023584,787,456,4,0.745382985,0.722010294,低级别,1
‘00023585,770,589,4,0.995694295,0.775,低级别,1
‘00023586,410,45,6,0.647025655,0.758429659,低级别,0
‘00023587,1008,161,8,1.726293103,0.60625,低级别,1
‘00023588,1096,35,19,1.146554279,1.143797043,低级别,0
‘00023590,1101,12,7,0.434136259,0.493005008,低级别,0
‘00023591,1065,101,13,0.596542754,0.763741714,低级别,0
‘00023592,982,37,12,0.841840601,0.981372873,低级别,0
‘00023593,907,443,2,1.264637002,1.5,低级别,1
‘00023594,1013,32,19,1.274072258,0.830221514,低级别,0
‘00023595,1012,21,11,1.032582322,0.989615251,低级别,0
‘00023596,992,221,5,0.424232004,0.718553416,低级别,0
‘00023597,708,591,9,0.8791019,0.716666667,低级别,1
‘00023598,1036,117,10,0.62350207,0.660015978,低级别,0
‘00023599,990,76,20,0.955063551,0.636185322,低级别,0
‘00023600,1044,5,6,1.160782322,1.406524003,低级别,0
‘00023601,693,141,5,0.53021597,0.541705964,低级别,0
‘00023602,996,67,4,0.516513143,0.874904516,低级别,0
‘00023603,1015,82,5,0.490391215,0.476892588,低级别,0
‘00023604,987,24,47,0.888581459,0.873177437,中等级别,0
‘00023605,960,68,2,0.575150301,0.615,低级别,0
‘00023606,1016,485,2,0.510752688,0.6,低级别,1
‘00023607,786,52,18,0.616414722,0.637928853,低级别,0
‘00023608,616,77,20,0.742948874,0.738940909,低级别,0
‘00023609,840,104,11,0.643543712,0.784914815,低级别,0
‘00023610,839,641,2,1.471095772,0.675150992,低级别,1
‘00023612,1095,215,19,0.507927703,0.680133592,低级别,1
‘00023613,1057,46,7,0.726739927,0.700863004,低级别,0
‘00023614,1016,2,5,0.4638735,0.546888273,低级别,0
‘00023615,998,174,11,0.712428775,0.679731125,低级别,0
‘00023616,1052,510,6,0.275086811,0.519781061,低级别,1
‘00023617,1044,144,6,0.546282246,0.599200809,低级别,0
‘00023618,1037,309,5,1.022483289,0.969171562,低级别,1
‘00023619,1151,14,9,0.419902913,0.618255663,低级别,0
‘00023621,741,1,17,0.715529132,0.753647087,低级别,0
‘00023623,545,33,5,0.503563941,0.742033543,低级别,0
‘00023624,904,7,11,0.673961955,0.737498466,低级别,0
‘00023625,609,454,5,0.47032967,0.46,低级别,1
‘00023627,978,441,3,0.623361144,0.657469209,低级别,1
‘00023628,1036,345,9,0.503992862,0.937580192,低级别,1
‘00023629,1065,75,7,0.475991205,0.610928435,低级别,0
‘00023630,1060,77,17,0.498372396,0.586691778,低级别,0
‘00023631,1022,304,6,0.570889064,0.645845791,低级别,1
‘00023632,804,87,11,0.730011261,0.7571875,低级别,0
‘00023634,1018,322,11,0.230534648,0.640111601,低级别,1
‘00023635,815,8,19,0.664489836,0.7482186,低级别,0
‘00023636,822,701,2,2.327586207,0.85,低级别,1
‘00023637,797,71,13,0.827664519,0.901797824,低级别,0
‘00023638,809,16,6,0.470378619,0.581103563,低级别,0
‘00023639,1037,40,16,0.508271693,0.632403961,低级别,0
‘00023640,1040,223,2,0.801824212,0.7,低级别,0
‘00023641,1046,204,11,0.444336452,0.531604908,低级别,1
‘00023643,900,16,8,0.576772108,0.514801432,低级别,0
‘00023644,672,24,13,0.778671297,0.851256511,低级别,0
‘00023645,900,576,5,0.458580916,0.724851451,低级别,1
‘00023646,701,304,5,0.625139043,0.639695217,低级别,1
‘00023647,770,88,22,0.528896882,0.612434053,低级别,0
‘00023648,770,347,3,0.619595537,0.625784519,低级别,1
‘00023649,770,705,2,0.424767322,0.445514478,低级别,1
‘00023650,1004,29,10,0.929268874,0.904330793,低级别,0
‘00023651,1001,558,2,0.138142748,0.48566769,低级别,1
‘00023652,1020,280,13,0.450811668,0.478156963,低级别,0
‘00023653,1001,108,17,0.541716169,0.725549764,低级别,0
‘00023654,1006,69,8,0.739353186,0.851004376,低级别,0
‘00023655,1040,131,16,0.637401985,0.788459412,低级别,0
‘00023656,1104,15,20,0.796859877,0.771004051,低级别,0
‘00023657,1044,108,14,0.559235873,0.837360873,低级别,0
‘00023658,984,457,3,0.375206954,0.411765315,低级别,1
‘00023659,1008,12,6,0.443469388,0.608844898,低级别,0
‘00023660,1007,48,11,0.624706256,0.783921245,低级别,0
‘00023661,964,254,10,0.579752367,0.856484341,低级别,1
‘00023662,855,163,9,0.265801044,0.398446689,低级别,0
‘00023663,1043,23,10,0.470676833,0.456075497,低级别,0
‘00023664,1925,2,33,0.841285297,0.93401257,高级别,0
‘00023665,846,35,8,0.981693922,1.115395004,中等级别,0
‘00023666,949,486,6,1.152349486,0.716666667,低级别,1
‘00023667,740,13,10,0.63626013,0.694757886,低级别,0
‘00023668,378,361,4,0.364805612,0.4,低级别,1
‘00023669,1027,391,7,0.378092847,0.706845603,低级别,1
‘00023670,1091,88,8,0.516635587,0.707627834,低级别,0
‘00023671,767,164,12,1.356349107,1.241770508,低级别,1
‘00023672,833,109,16,1.08130001,1.248361816,中等级别,0
‘00023673,393,37,4,0.939855072,0.94,低级别,0
‘00023674,720,272,6,0.721238113,0.737387656,低级别,1
‘00023675,987,186,13,0.674294733,0.721275071,低级别,1
‘00023677,1079,487,5,0.552387268,0.71118795,低级别,1
‘00023678,1055,10,20,0.692623246,0.593334293,低级别,0
‘00023679,1062,51,3,0.364915808,0.386850968,低级别,0
‘00023680,1048,70,3,0.716566404,0.727487274,低级别,0
‘00023681,1062,380,2,0.791807229,0.681710843,低级别,1
‘00023682,849,57,4,0.758880517,0.716024399,低级别,0
‘00023683,880,154,2,0.665201465,0.697384615,低级别,0
‘00023684,907,36,4,0.425282363,0.47323342,低级别,0
‘00023685,893,231,4,0.462857143,0.49288658,低级别,0
‘00023686,883,179,5,0.650318648,0.694275423,低级别,1
‘00023687,897,639,3,1.025196598,1.216666667,低级别,1
‘00023688,976,217,11,0.486614487,0.581486614,低级别,1
‘00023689,674,527,3,0.842527583,0.810999666,低级别,1
‘00023690,629,6,17,0.515181302,0.739338685,低级别,0
‘00023692,707,8,44,0.647072527,0.708181136,中等级别,0
‘00023693,797,48,6,0.977912065,0.90990623,低级别,0
‘00023694,967,485,4,0.866632988,0.928353119,低级别,1
‘00023695,968,503,10,0.561854293,0.73346767,低级别,1
‘00023696,968,259,8,0.317238502,0.334149546,低级别,1
‘00023697,869,111,4,0.689724199,0.692780249,低级别,0
‘00023698,954,70,13,0.68423525,0.758080609,低级别,0
‘00023699,955,489,4,0.271251194,0.410070439,低级别,1
‘00023700,651,86,11,0.453032998,0.892701511,低级别,0
‘00023701,888,383,2,0.595950299,0.598849517,低级别,1
‘00023702,983,77,5,0.75566707,0.740709465,低级别,0
‘00023703,904,341,3,0.872028903,0.849486594,低级别,0
‘00023704,942,517,2,0.440902022,0.45,低级别,1
‘00023705,738,180,25,0.574099636,0.639326641,低级别,1
‘00023706,953,21,7,0.703503832,0.740839981,低级别,0
‘00023707,893,39,3,0.458675328,0.763274371,低级别,0
‘00023708,712,173,5,0.649103663,0.696280592,低级别,0
‘00023709,974,595,2,0.546296296,0.55,低级别,1
‘00023710,962,427,8,0.317318374,0.489430127,低级别,1
‘00023711,719,712,4,0.36013289,0.4,低级别,1
‘00023712,712,682,3,0.863264992,1,低级别,1
‘00023713,747,58,23,0.481835782,0.65553741,中等级别,0
‘00023714,743,216,7,0.86862655,0.844285714,低级别,1
‘00023715,743,45,10,0.569095909,0.634372637,低级别,0
‘00023716,739,49,4,0.776986262,1.249266555,低级别,0
‘00023717,757,94,9,0.635000742,0.676019,低级别,0
‘00023718,945,33,33,0.46502237,0.830340025,中等级别,0
‘00023719,953,125,9,0.507039139,0.554338468,低级别,0
‘00023720,775,190,2,0.946409432,0.92,低级别,1
‘00023721,776,75,9,0.573835884,0.722146695,低级别,0
‘00023722,760,61,4,0.93113612,0.905,低级别,0
‘00023723,893,18,3,0.891572203,0.87141449,低级别,0
‘00023724,942,243,6,0.606046065,0.654995202,低级别,0
‘00023725,966,8,18,0.610650937,0.626296017,低级别,0
‘00023726,966,23,16,0.98496045,0.765718152,低级别,0
‘00023727,961,109,13,0.399700164,0.634724828,低级别,0
‘00023728,731,346,5,0.264805241,0.712609408,低级别,1
‘00023729,957,146,5,0.557375061,0.635898836,低级别,0
‘00023730,772,9,8,0.429236034,0.536918759,低级别,0
‘00023731,953,130,22,0.933330501,0.948245517,中等级别,1
‘00023732,953,11,28,0.75460688,0.755758258,低级别,0
‘00023734,965,280,8,0.735463546,0.76560036,低级别,1
‘00023736,958,130,3,0.347809524,0.366666667,低级别,0
‘00023737,944,301,5,0.457630783,0.944297449,低级别,1
‘00023738,946,247,5,0.388857305,0.548468827,低级别,0
‘00023739,857,7,18,0.668260359,0.832211038,中等级别,0
‘00023740,861,138,3,0.772641864,0.856666667,低级别,0
‘00023741,869,582,2,0.368902439,0.4,低级别,1
‘00023742,871,17,25,0.676329004,0.768279481,低级别,0
‘00023743,729,73,25,0.944619541,0.742610311,低级别,0
‘00023744,795,43,9,0.631502786,0.686008248,低级别,0
‘00023745,802,4,21,0.680021786,0.734252647,低级别,0
‘00023746,758,117,3,0.717262956,0.662538236,低级别,0
‘00023747,962,1,17,0.759753242,0.81216542,低级别,0
‘00023748,959,100,5,0.708968753,0.806926522,低级别,0
‘00023749,952,535,3,0.757124183,0.848784314,低级别,1
‘00023750,948,240,3,0.605348087,0.723333333,低级别,1
‘00023751,562,62,13,0.545390148,0.583169137,低级别,0
‘00023752,798,568,4,0.774031812,0.925,低级别,1
‘00023753,562,266,5,0.549576534,0.75148523,低级别,1
‘00023754,796,49,7,0.43291878,0.620659348,低级别,0
‘00023755,807,48,3,0.35755814,0.36818314,低级别,0
‘00023756,948,694,3,1,1,低级别,1
‘00023757,914,25,7,0.752356311,0.715501756,低级别,0
‘00023758,915,114,3,0.464184541,0.435366248,低级别,1
‘00023759,918,357,3,0.456803754,0.45692796,低级别,1
‘00023760,663,429,2,0.82319286,1,低级别,1
‘00023761,612,606,2,0.333142577,0.875,低级别,1
‘00023762,595,581,3,0.502063274,0.917097662,低级别,1
‘00023763,920,166,7,0.7186834,0.750651196,低级别,0
‘00023764,920,20,5,1.156094167,1.333715644,低级别,0
‘00023765,840,186,14,0.664980545,0.701485603,低级别,1
‘00023766,850,658,2,1,1,低级别,1
‘00023767,716,397,4,0.66017564,0.613087056,低级别,1
‘00023768,720,158,17,0.606057309,0.699223794,低级别,0
‘00023769,685,348,5,0.554639914,0.49836976,低级别,1
‘00023770,714,46,6,0.692224801,0.776625497,低级别,0
‘00023771,714,52,48,0.500489737,0.58923231,低级别,0
‘00023772,709,23,4,0.808187135,0.81900117,低级别,0
‘00023773,707,35,3,0.826731916,0.914629148,低级别,0
‘00023774,941,23,6,0.954961981,0.914211347,低级别,0
‘00023775,484,234,9,0.656782257,0.620035535,低级别,1
‘00023776,482,49,3,0.908270677,0.983463659,低级别,0
‘00023777,637,287,49,0.717057656,0.894173991,低级别,1
‘00023778,620,15,27,0.657095648,0.650540903,低级别,0
‘00023779,646,168,7,0.736757624,0.691073658,低级别,1
‘00023780,650,380,9,0.645146848,0.693503761,低级别,1
‘00023781,642,7,20,0.724412297,0.858181555,低级别,0
‘00023782,838,564,4,0.508072175,0.527200063,低级别,1
‘00023783,848,232,12,0.259532321,0.497587876,低级别,1
