MEMBER_NO,L,R,F,M,C,D
‘00029875,2620,4,3,0.74187558,0.822560817,低级别
‘00029878,2311,13,37,0.628126055,0.60625886,低级别
‘00029879,2617,61,11,0.653156862,0.71844975,低级别
‘00029880,2005,148,11,1.27873949,1.453848654,低级别
‘00029882,2258,13,7,0.537255625,0.56869052,低级别
‘00029883,2267,46,8,0.464709126,0.559278329,低级别
‘00029884,2236,28,2,0.864851485,0.91,低级别
‘00029885,2259,4,24,1.048904738,0.954627271,低级别
‘00029887,2313,116,11,0.596413793,0.720852414,低级别
‘00029892,2097,56,31,0.756384747,0.7619235,低级别
‘00029893,2267,31,4,0.718035909,0.827948857,低级别
‘00029896,2292,50,16,0.580071426,0.642160107,低级别
‘00029897,2265,4,6,0.779339696,0.86172814,高级别
‘00029898,2320,76,10,0.630216693,0.686280096,低级别
‘00029899,2315,76,13,0.987990693,0.873292802,低级别
‘00029902,2322,4,24,0.907920908,1.047563473,高级别
‘00029903,2288,60,19,0.630323512,0.674022246,低级别
‘00029905,2082,5,25,0.4344068,0.543361188,低级别
‘00029906,2291,26,19,0.737298464,0.706126685,低级别
‘00029907,2288,10,8,0.715197216,0.717865429,低级别
‘00029908,2305,52,38,0.681720858,0.706298196,低级别
‘00029909,2305,198,6,0.642399869,0.736562705,低级别
‘00029910,2266,5,16,0.839653342,0.961576063,低级别
‘00029912,2267,3,28,0.830355221,0.845640474,低级别
‘00029914,2345,2,30,0.968435174,0.987024756,低级别
‘00029917,2281,68,8,0.535013263,0.541184792,低级别
‘00029918,2235,7,4,0.682847896,0.703365696,低级别
‘00029919,2667,2,65,0.731853514,0.813006213,中等级别
‘00029920,2147,25,39,0.600996711,0.786998792,低级别
‘00029921,2275,6,25,0.633095001,0.6768587,低级别
‘00029923,2215,30,13,0.603791469,0.717897027,低级别
‘00029925,2210,1,19,0.669594771,0.679461438,低级别
‘00029926,2237,134,4,1.049314053,0.950719318,中等级别
‘00029927,2184,71,12,0.511309384,0.525651561,低级别
‘00029928,2179,95,10,0.39829432,0.376252949,低级别
‘00029930,2234,7,8,0.363248384,0.471194976,低级别
‘00029931,2318,91,3,0.340993723,0.395580381,低级别
‘00029932,2191,5,12,0.553463855,0.745574172,低级别
‘00029934,2300,196,8,0.279858274,0.677350264,低级别
‘00029935,2310,14,12,0.397510195,0.414166667,低级别
‘00029936,2109,23,11,1.04369108,0.940239666,低级别
‘00029937,2138,161,2,0.598927106,0.620810981,低级别
‘00029938,2141,30,3,0.465524565,0.528813535,低级别
‘00029941,2225,52,9,0.552143509,0.593363738,低级别
‘00029943,1952,18,13,0.490676521,0.668488346,低级别
‘00029944,2319,113,8,0.504089066,0.560725036,低级别
‘00029948,2267,70,3,0.758644537,0.906666667,低级别
‘00029951,2266,18,15,0.479331942,0.50943215,低级别
‘00029955,1835,67,12,0.723585035,0.78663903,低级别
‘00029956,2199,217,4,0.592509531,0.598223817,低级别
‘00029957,1996,92,4,0.837205114,0.90734858,低级别
‘00029958,1972,58,3,0.441719409,0.756666667,低级别
‘00029959,2181,6,67,0.720699279,0.748769944,中等级别
‘00029961,2196,13,24,0.562905593,0.696148022,低级别
‘00029962,2066,200,10,0.47673772,0.436,低级别
‘00029963,2289,1,20,0.734943815,0.823328143,中等级别
‘00029964,2174,49,13,0.508789795,0.626640047,低级别
‘00029966,2024,172,2,0.408755274,0.75,低级别
‘00029968,2255,31,3,0.478516979,0.451936937,低级别
‘00029969,2275,14,66,0.578324607,0.714466492,低级别
‘00029970,2257,66,12,0.36185279,0.645102969,低级别
‘00029971,2251,95,9,0.610530547,0.73349176,低级别
‘00029972,2344,32,28,0.184980989,0.742271863,低级别
‘00029973,2276,44,8,0.863132335,0.91670255,低级别
‘00029976,2253,68,11,0.660890976,0.771377502,低级别
‘00029977,2172,83,5,0.724356436,0.762,低级别
‘00029978,2249,177,2,0.775283798,0.874649123,低级别
‘00029979,2122,133,6,1.102353111,1.115285116,低级别
‘00029980,2191,14,7,0.621347645,0.59622093,低级别
‘00029981,2167,5,37,0.612677283,0.658286671,中等级别
‘00029982,2464,6,16,0.451543167,0.746219125,低级别
‘00029984,2268,10,15,0.58083033,0.58493926,低级别
‘00029985,1855,17,7,0.536537468,0.586541602,低级别
‘00029987,2257,4,14,0.275217101,0.668571429,中等级别
‘00029989,1556,43,4,0.440499671,0.772506903,低级别
‘00029990,3165,9,19,0.713847372,0.696219935,低级别
‘00029991,2440,3,27,1.058337965,0.800759999,低级别
‘00029992,2250,14,22,0.517491312,0.567701473,低级别
‘00029993,2239,52,19,0.69706016,0.635263158,低级别
‘00029995,2233,69,6,0.7412303,0.655668531,低级别
‘00029996,2261,149,6,0.959806823,0.96020564,低级别
‘00029997,2234,11,60,1.028331357,1.182681834,中等级别
‘00029999,2244,99,16,0.778921023,0.788841769,低级别
‘00030000,1653,102,7,0.664664804,0.557448324,低级别
‘00030001,2191,7,7,0.856311433,0.904336524,低级别
‘00030002,2258,30,40,0.600934317,0.649179914,低级别
‘00030003,2269,30,21,0.637739952,0.595620008,低级别
‘00030004,2259,23,12,0.98292637,1.066570837,低级别
‘00030007,2254,26,10,0.418033776,0.466377563,低级别
‘00030008,1884,67,20,0.649385246,0.773231967,低级别
‘00030009,2219,149,8,0.437312473,0.699658165,低级别
‘00030010,1849,129,5,0.586835986,0.70818816,低级别
‘00030011,2207,1,7,0.647635463,0.815507918,低级别
‘00030012,2226,18,17,0.709347103,0.743883249,低级别
‘00030013,2216,29,9,0.616276542,0.715203276,低级别
‘00030014,2216,22,7,0.488255645,0.541884559,低级别
‘00030015,2207,13,10,0.593380921,0.626710578,低级别
‘00030016,2073,30,22,0.28544471,0.593357655,低级别
‘00030017,2206,70,13,0.753348025,0.8044759,低级别
‘00030018,2247,113,6,0.762195122,0.793711783,低级别
‘00030021,2207,116,10,0.237894596,0.549446228,低级别
‘00030022,2251,18,23,0.565791239,0.603602489,低级别
‘00030024,2228,167,6,0.477014602,0.746023797,低级别
‘00030025,2223,2,24,0.514319036,0.596576131,低级别
‘00030028,2232,116,4,0.916480793,0.939246592,低级别
‘00030030,2146,48,7,0.785244495,0.924939234,低级别
‘00030031,2242,103,6,0.548752537,0.75072032,低级别
‘00030034,2230,2,5,0.245258339,0.74,低级别
‘00030035,2214,147,6,0.627001232,0.628457512,低级别
‘00030036,2206,75,42,0.54742381,0.623944625,低级别
‘00030037,2200,74,16,0.383156412,0.638387584,低级别
‘00030038,2236,7,7,0.515986395,0.567289116,低级别
‘00030039,2218,15,17,1.280504143,1.302818439,低级别
‘00030040,2228,141,9,0.551724138,0.597610837,低级别
‘00030041,2151,7,11,0.906098258,0.986542416,低级别
‘00030042,2200,2,44,0.690573354,0.730510656,中等级别
‘00030043,2234,111,4,0.392444444,0.512124444,低级别
‘00030044,3027,5,50,0.4987517,0.561779487,高级别
‘00030045,2223,81,7,0.690696161,0.715128172,低级别
‘00030049,2228,75,30,0.80506321,0.771775984,低级别
‘00030050,1624,32,10,0.583210423,0.641155973,低级别
‘00030051,2040,36,14,0.300609185,0.486428571,低级别
‘00030052,2212,8,23,0.708302512,0.701959562,低级别
‘00030053,2213,31,18,0.795812303,0.77736295,低级别
‘00030055,2212,10,28,0.777732011,0.844023954,中等级别
‘00030057,2213,80,26,0.639052756,0.679544356,低级别
‘00030060,3036,12,34,0.384112128,0.795937231,低级别
‘00030061,2245,11,5,0.737817433,0.755974605,低级别
‘00030062,2221,62,10,0.395136942,0.581072353,低级别
‘00030063,2078,3,19,0.919861943,0.873725934,低级别
‘00030067,2217,35,5,0.880531779,0.918723366,低级别
‘00030068,2239,213,6,0.458093446,0.838958149,低级别
‘00030069,2228,107,10,0.865006989,0.949643214,低级别
‘00030071,2213,13,6,1.459264914,1.351842077,低级别
‘00030072,2214,18,19,0.74040026,0.775440937,低级别
‘00030076,2205,48,12,0.645918967,0.651820317,低级别
‘00030078,2209,44,2,0.785763176,0.824281314,低级别
‘00030080,2230,139,9,0.68540203,0.621917773,低级别
‘00030082,2085,63,11,0.546118673,0.581305513,低级别
‘00030083,2207,3,5,0.815618924,0.872448153,低级别
‘00030084,2146,68,4,0.539195637,0.765286299,低级别
‘00030085,2207,84,18,0.733829942,0.622911216,低级别
‘00030086,2180,23,7,0.486257181,0.52185506,低级别
‘00030087,2195,106,25,1.04070505,1.208357222,低级别
‘00030088,1626,166,6,0.302323394,0.527606998,低级别
‘00030089,2167,12,29,0.541065408,0.660151382,低级别
‘00030090,2132,1,8,0.664116866,0.838856308,低级别
‘00030092,2205,5,5,0.943727523,0.991590861,低级别
‘00030094,2175,100,8,0.742240926,0.810024548,低级别
‘00030096,2924,10,55,0.610502132,0.76517731,高级别
‘00030097,2044,9,8,0.493563555,0.770004625,低级别
‘00030101,2196,37,9,0.313469502,0.586202007,低级别
‘00030102,2189,1,10,0.601157053,0.602235835,低级别
‘00030103,2245,38,19,0.956224968,0.929473684,低级别
‘00030104,2115,28,18,0.629132178,0.655072102,低级别
‘00030105,2183,158,6,0.975418994,1.118577281,低级别
‘00030106,2212,170,2,0.284647303,0.623004149,低级别
‘00030108,2181,111,10,0.766375731,0.760112702,低级别
‘00030113,2188,40,34,0.750791595,0.824684981,中等级别
‘00030115,2019,2,2,0.735099338,0.728112583,低级别
‘00030116,2197,37,46,0.650132663,0.78231049,低级别
‘00030119,2144,4,21,1.107403208,1.174183946,高级别
‘00030120,2184,36,17,0.868448169,0.811512674,低级别
‘00030121,2169,24,19,0.630895124,0.807867735,低级别
‘00030122,2199,1,15,0.423727152,0.64245161,低级别
‘00030123,2198,1,6,0.543748725,0.594544157,低级别
‘00030126,2204,2,18,0.569409374,0.650284843,低级别
‘00030127,2180,114,11,0.717303073,0.754723764,低级别
‘00030128,2122,8,5,0.629181495,0.728,低级别
‘00030129,2122,40,12,0.429862252,0.522527802,低级别
‘00030130,2211,3,93,1.199503385,1.163014573,高级别
‘00030131,2236,9,35,0.669405492,0.726895007,低级别
‘00030135,2181,134,4,0.37330055,0.549352039,低级别
‘00030137,2200,58,37,0.68425469,0.723855913,低级别
‘00030139,2198,22,13,0.405388729,0.679744961,低级别
‘00030142,2166,113,4,0.636108184,0.688598525,低级别
‘00030143,2113,4,9,0.331304348,0.443352508,低级别
‘00030147,2014,34,13,0.847953216,0.870159141,低级别
‘00030148,2176,101,8,0.612230019,0.732219083,低级别
‘00030150,2156,31,3,0.641551072,0.605368852,低级别
‘00030151,2191,67,16,0.618052594,0.612412225,低级别
‘00030152,2032,34,2,1.295404814,0.933194748,低级别
‘00030153,2006,49,5,0.750515889,0.726588939,低级别
‘00030155,2173,95,31,0.518221461,0.540683175,低级别
‘00030156,2135,14,69,1.183516771,0.846004193,中等级别
‘00030158,2157,20,26,1.067942513,0.857035135,低级别
‘00030159,1564,50,5,0.827596757,0.861217684,低级别
‘00030160,1543,8,22,0.651246858,0.835145584,低级别
‘00030161,1402,99,7,0.606907585,0.677395069,低级别
‘00030163,2186,204,4,0.539665599,0.793020277,低级别
‘00030169,2176,66,9,1.077183067,1.240382868,低级别
‘00030172,2131,45,27,0.859883916,0.724371372,低级别
‘00030174,2138,41,3,0.763208453,0.795996638,低级别
‘00030175,1814,6,15,0.892416675,0.956267455,低级别
‘00030177,2188,51,19,0.740344741,0.788698476,低级别
‘00030179,2169,160,3,0.419573246,0.459856381,低级别
‘00030180,2169,17,45,0.664298376,0.744562453,中等级别
‘00030182,1856,3,7,0.886976843,1.205946463,中等级别
‘00030183,2140,103,14,0.444122624,0.711041395,低级别
‘00030184,2178,13,2,0.188031393,0.615,低级别
‘00030185,1216,5,13,0.572234505,0.528930396,低级别
‘00030186,2190,21,19,0.654533862,0.861550744,中等级别
‘00030188,2173,7,29,0.653934115,0.700471267,低级别
‘00030189,2147,36,10,0.768618581,0.760980983,低级别
‘00030190,2172,12,36,0.721996848,0.746871399,中等级别
‘00030191,2208,46,4,1.01701507,0.797982499,低级别
‘00030192,2158,12,6,0.642414861,0.593535217,低级别
‘00030193,2138,9,17,0.726676783,0.736667678,低级别
‘00030194,2119,33,24,0.630391783,0.674457785,低级别
‘00030195,2176,39,10,0.681027043,0.700860184,低级别
‘00030196,2001,19,22,0.593230113,0.621487472,低级别
‘00030199,2177,191,2,0.52971821,0.641094009,低级别
‘00030200,2180,2,10,0.49039393,0.49548999,低级别
‘00030201,1937,11,8,0.568608934,0.687944093,低级别
‘00030202,2064,36,5,0.708615682,0.748323653,低级别
‘00030204,1091,210,5,0.811681509,0.830547407,低级别
‘00030205,2159,1,12,1.171413219,1.314134874,中等级别
‘00030206,2098,30,17,0.615186023,0.660449851,低级别
‘00030208,1924,52,11,0.713693785,0.709124811,低级别
‘00030209,2093,37,12,0.517266851,0.62576916,低级别
‘00030214,2119,81,16,0.62046456,0.662018713,低级别
‘00030216,2137,35,3,1.183402245,1.236001181,低级别
‘00030217,2152,90,17,0.440406445,0.583404659,低级别
‘00030220,2139,33,2,0.52719878,0.61,低级别
‘00030221,2130,11,19,0.69017094,1.302763177,中等级别
‘00030222,2214,25,18,0.677414287,0.710593803,低级别
‘00030223,1998,13,73,0.41550885,0.673120738,中等级别
‘00030225,2131,13,114,0.722440231,0.774562836,高级别
‘00030226,2125,100,8,0.257886972,0.367886972,低级别
‘00030228,2168,20,14,0.692794118,0.642942647,中等级别
‘00030231,2147,37,9,0.45295503,0.570557362,低级别
‘00030232,1913,117,10,0.889338342,0.810075701,低级别
‘00030235,2092,13,5,0.737186332,0.797398558,低级别
‘00030236,2135,23,6,0.457726941,0.703580433,低级别
‘00030238,1635,49,7,1.020119167,0.880067322,低级别
‘00030241,1437,7,31,0.677053202,0.702903226,低级别
‘00030248,2087,321,3,0.810551559,0.866666667,低级别
‘00030249,2003,19,7,0.55052825,0.591434313,低级别
‘00030250,2140,3,40,0.78081884,0.823479169,高级别
‘00030252,1208,131,17,1.129429175,0.772134038,低级别
‘00030253,863,122,11,0.663928548,0.569546907,低级别
‘00030255,2154,161,7,0.504404873,0.660343018,低级别
‘00030258,1763,22,21,0.421247338,0.694157543,低级别
‘00030260,2156,32,2,0.939623887,0.967004289,低级别
‘00030262,2088,117,3,0.538528515,0.811316935,低级别
‘00030263,2129,194,3,0.983897835,0.844453082,低级别
‘00030264,2075,190,10,0.677952363,0.703950617,低级别
‘00030265,2059,66,18,0.746469401,0.79901341,低级别
‘00030266,2150,39,8,0.469762665,0.66248859,低级别
‘00030269,1698,17,30,0.651853816,0.702138108,中等级别
‘00030270,1898,11,3,0.746644845,0.857905074,低级别
‘00030271,1560,15,5,0.315094741,0.426631893,低级别
‘00030272,2123,70,12,0.728694158,0.732121993,低级别
‘00030273,2141,71,9,0.810624353,0.804921237,低级别
‘00030275,2035,7,39,0.668188935,0.762239529,中等级别
‘00030276,2097,62,10,0.650666667,0.736586667,低级别
‘00030277,2834,7,22,0.574879096,0.63087051,低级别
‘00030278,1817,70,11,0.584731469,0.599162894,低级别
‘00030279,2074,105,5,0.810217521,0.723460387,低级别
‘00030280,2100,14,30,0.848033423,0.803587103,低级别
‘00030283,2146,153,4,0.680395111,0.739963168,低级别
‘00030286,2142,3,37,0.654434783,0.690327391,中等级别
‘00030289,2023,47,12,1.315754779,1.441204351,低级别
‘00030293,2071,252,3,0.450050968,0.46,低级别
‘00030295,720,204,5,0.415681566,0.601988364,低级别
‘00030297,2092,152,3,0.347498655,0.54556213,低级别
‘00030298,1912,7,3,0.574523721,0.542499066,低级别
‘00030299,2070,72,14,0.567236809,0.663379816,低级别
‘00030304,2129,28,8,0.375464446,0.484715567,低级别
‘00030305,1207,94,5,0.433999394,0.495522252,低级别
‘00030306,2142,4,46,0.876568495,0.889269911,高级别
‘00030307,2134,12,15,1.331462908,1.43606327,低级别
‘00030308,2100,8,6,0.477997621,0.511157963,低级别
‘00030309,2131,19,12,0.590561956,0.676089701,低级别
‘00030310,2031,5,66,0.583952062,0.722954875,高级别
‘00030312,2144,184,3,0.828258222,0.91317905,低级别
‘00030314,1627,35,27,0.721709007,0.806250152,低级别
‘00030315,2143,76,8,0.404386692,0.576219703,低级别
‘00030317,1383,12,15,0.656840472,0.679469164,低级别
‘00030318,2773,27,44,0.861413999,0.89720102,低级别
‘00030319,2092,49,5,0.233347476,0.777364234,低级别
‘00030321,2102,81,3,0.270355111,0.505709241,低级别
‘00030322,2123,39,5,0.44486561,0.702355272,低级别
‘00030325,2120,7,44,0.536843133,0.720284428,中等级别
‘00030326,2065,41,53,0.840821952,0.76250826,中等级别
‘00030327,2098,1,48,0.649801826,0.71268634,中等级别
‘00030328,2109,174,4,0.751328904,0.986578073,低级别
‘00030329,2053,50,17,0.497168905,0.780093825,低级别
‘00030330,1889,86,9,0.455920181,0.671658742,低级别
‘00030331,1821,23,41,1.062896074,1.117744998,低级别
‘00030333,2111,134,6,0.659920107,0.546434088,低级别
‘00030334,2115,6,8,0.537146677,0.779165393,低级别
‘00030336,2035,153,13,0.713444499,0.848608772,低级别
‘00030338,1728,18,26,0.65447619,0.677970667,低级别
‘00030340,1599,271,5,0.929553747,0.803991019,低级别
‘00030342,2125,17,14,0.549976863,0.626036557,低级别
‘00030343,1486,53,12,0.762383178,0.934001168,低级别
‘00030345,2211,72,19,0.75758765,0.806066196,低级别
‘00030348,2009,18,11,0.56403771,0.519056105,低级别
‘00030349,2090,72,17,0.579291083,0.596740872,低级别
‘00030350,2107,14,72,0.846144681,0.867902468,中等级别
‘00030351,2116,165,6,0.247833622,0.629473329,低级别
‘00030355,2116,3,46,1.18627561,1.314534381,高级别
